PINCODE,CITY
389250,wada
413514,wada
431509,wada
442202,wada
445203,wada
464774,wada
464671,wada
454331,wada
451224,wada
451770,wada
451111,wada
451666,wada
481226,wada
480661,wada
480996,wada
461223,wada
756045,wada
325004,wada
303326,wada
322201,wada
764045,wada
143113,wada
343040,wada
272161,wada
222136,wada
231225,wada
246728,wada
246746,wada
203391,wada
509205,wada
518155,wada
520003,wada
680623,wada
520001,wada
803213,wada
524222,wada
523114,wada
532462,wada
502256,wada
500075,wada
501503,wada
504309,wada
504346,wada
829202,wada
822133,wada
394690,wada
382225,wada
384120,wada
384240,wada
384245,wada
581329,wada
413530,wada
431521,wada
572116,wada
443202,wada
444202,wada
442710,wada
442502,wada
445324,wada
464672,wada
454001,wada
450881,wada
451449,wada
481662,wada
473551,wada
481668,wada
460110,wada
143506,wada
301027,wada
322211,wada
144001,wada
764052,wada
261135,wada
244712,wada
212401,wada
233223,wada
222161,wada
210501,wada
224182,wada
242301,wada
276203,wada
273412,wada
400031,wada
802162,wada
581306,wada
481556,wada
263128,wada
389230,wada
505302,wada
509334,wada
508355,wada
508113,wada
515812,wada
535557,wada
494334,wada
530051,wada
504201,wada
504273,wada
505401,wada
816117,wada
587202,wada
585328,wada
393025,wada
389360,wada
388270,wada
581356,wada
383310,wada
383205,wada
391168,wada
382430,wada
825302,wada
825103,wada
481224,wada
481445,wada
442402,wada
442908,wada
442904,wada
454010,wada
445205,wada
143202,wada
143105,wada
305404,wada
322219,wada
322023,wada
322026,wada
326022,wada
228161,wada
203201,wada
251309,wada
276301,wada
276304,wada
210120,wada
243503,wada
246732,wada
246747,wada
732216,wada
680582,wada
506002,wada
534240,wada
521224,wada
383462,wada
581187,wada
415617,wada
411079,wada
508117,wada
502290,wada
502321,wada
501501,wada
531219,wada
802208,wada
811317,wada
805131,wada
845414,wada
845419,wada
507208,wada
507168,wada
841412,wada
841417,wada
523367,wada
534199,wada
504311,wada
509135,wada
394680,wada
389210,wada
385410,wada
382265,wada
835216,wada
382308,wada
384220,wada
384272,wada
383434,wada
360510,wada
481102,wada
442604,wada
442709,wada
442918,wada
457336,wada
476355,wada
321608,wada
322252,wada
322701,wada
322034,wada
306103,wada
312601,wada
314406,wada
325205,wada
304001,wada
261121,wada
243601,wada
241403,wada
242042,wada
276141,wada
271825,wada
271830,wada
805110,wada
272152,wada
506369,wada
520011,wada
530048,wada
384135,wada
384265,wada
391120,wada
480990,wada
457885,wada
466118,wada
400037,wada
721136,wada
413509,wagholi
442603,wagholi
402302,wagholi
442301,wagholi
413405,wagholi
508257,wai
503144,wai
803212,wai
843128,wai
788726,wai
174321,wai
394380,wai
493889,wai
176107,wai
415804,wai
795145,wai
485666,wai
442305,wai
312402,wai
799207,wai
799203,wai
799201,wai
799205,wai
345034,wai
322205,wai
322204,wai
322001,wai
322702,wai
322703,wai
322024,wai
322027,wai
229404,wai
222302,wai
263680,wai
744301,wai
229410,wai
221306,wai
244701,wai
210126,wai
212621,wai
212651,wai
209401,wai
284206,wai
232326,wai
231312,wai
415609,wai
799202,wai
793150,wai
172032,wai
177109,wai
303315,wai
303004,wai
322021,wai
322029,wai
322030,wai
276288,wai
228172,wai
503112,wai
845303,wai
782140,wai
786171,wai
802155,wai
802125,wai
509204,wai
835223,wai
585315,wai
496336,wai
192301,wai
829112,wai
822111,wai
174026,wai
795103,wai
795114,wai
795141,wai
444105,wai
485441,wai
144036,wai
322028,wai
322704,wai
333305,wai
322212,wai
249171,wai
272194,wai
243505,wai
273165,wai
210421,wai
210424,wai
736172,wai
224137,wai
224183,wai
224225,wai
263641,wai
284203,wai
212104,wai
221503,wai
211013,wai
400076,wai
175001,wai
503164,wai
848131,wai
782127,wai
503122,wai
504313,wai
825311,wai
491107,wai
125060,wai
444505,wai
486771,wai
457887,wai
477333,wai
481996,wai
471525,wai
151201,wai
321303,wai
321602,wai
322033,wai
331403,wai
228119,wai
228159,wai
246275,wai
284403,wai
230204,wai
232106,wai
203412,wai
203398,wai
210001,wai
210121,wai
209101,wai
209206,wai
245207,wai
226008,wai
274204,wai
271305,wai
243722,wai
795112,wai
800001,wai
304021,wai
844506,wai
804418,wai
811309,wai
782446,wai
782413,wai
788120,wai
504307,wai
504214,wai
173032,wai
132113,wai
815313,wai
829204,wai
472001,wai
472221,wai
799141,wai
792104,wai
147111,wai
344032,wai
209831,wai
209821,wai
209870,wai
245205,wai
226104,wai
226103,wai
227801,wai
202138,wai
284202,wai
285203,wai
241125,wai
241123,wai
271215,wai
273402,wai
209651,wai
212207,wai
488446,wai
301413,wai
222101,wai
208011,wai
502130,wai
802214,wai
785683,wai
854104,wai
843314,wai
175121,wai
493885,wai
193404,wai
829117,wai
822126,wai
431702,wai
795133,wai
474006,wai
486114,wai
464220,wai
332722,wai
314023,wai
209864,wai
246446,wai
281122,wai
221502,wai
221308,wai
223224,wai
276204,wai
713423,wai
283202,wai
210341,wai
210504,wai
209738,wai
224117,wai
